reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
803417f0-77ba-4611-951b-c5db85b99dfe,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,mantap tinggal banyakin adaptasi animenya jan terlalu ke live actionya terlalu besar modalnya,5,0,3.5.4,2025-02-23 10:38:54,,,3.5.4
c20f2e0f-5c94-43e6-b346-5b2b72e0b063,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,seruuu bangeett,5,0,3.5.4,2025-02-23 10:38:23,,,3.5.4
d80cc9ef-193a-4944-bcbf-26d53df0332b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sangat bagus,5,0,3.5.4,2025-02-23 10:05:20,,,3.5.4
c66c7558-8846-4139-92dd-53cfb2f14933,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus😁❤️,5,0,3.5.4,2025-02-23 09:50:31,,,3.5.4
fd306700-f474-4a7d-a563-7ee0aeaa2a2b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,aplikasi ini sangat seru saya suka kalau bisa tambahkan komik tentang bangsawan dan reinkarnasi,5,0,3.5.4,2025-02-23 09:48:18,,,3.5.4
aa07c3ea-8c87-49a5-bd12-6ad8da47a428,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,menyenanhkan,4,0,3.5.4,2025-02-23 09:26:24,,,3.5.4
cb73caac-a13c-4288-a871-58d4a36274f7,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,tambahin manhwa solo leveling dong,3,0,3.5.4,2025-02-23 09:17:30,,,3.5.4
f92ae004-6c08-4203-926c-eec87c766198,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,baguusss aku cocok+nggk ngebosenin😘,5,0,3.5.4,2025-02-23 08:45:31,,,3.5.4
95cf2cd0-f825-42a5-9b4f-32c4d3f0040d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"menurut saya dramanya bagus tidak ada yang jelek, namun disini topik pembicaraannya terlalu kaku, jadi diperbaiki😁",3,0,3.5.4,2025-02-23 08:42:28,,,3.5.4
1b3f00dd-da63-480e-820e-00bcbff18bde,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,banyak cerita bagus,5,0,3.5.4,2025-02-23 08:39:17,,,3.5.4
c76edf5a-c8cd-4f6b-a355-f4c85496cf16,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Kenapa metode pembayaran melalui telkomsel di hp saya di tolak ya,4,0,3.5.4,2025-02-23 08:38:24,,,3.5.4
9ee1d837-3efd-4b75-baf8-1a4fe7194981,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Tiga setengah sih bagi ku karna ini ada unsur vulgar,3,0,3.5.4,2025-02-23 08:31:01,,,3.5.4
245965aa-9ea8-4c27-9340-0b2f5191f175,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Bagus sekali,5,0,3.5.4,2025-02-23 08:28:14,,,3.5.4
9be7641c-d703-424d-9b7f-4262cfa7d41a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,baguss bangettt,5,0,3.5.4,2025-02-23 08:10:25,,,3.5.4
b4ef6112-4ecb-48d6-8ccc-a6469e8fdb61,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Cerita nya baguss saya harap ada episode selanjutnya,5,0,3.5.3,2025-02-23 07:59:58,,,3.5.3
5562fcd3-9fa2-4f6d-8fd1-e7a4e6789fea,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus,5,0,3.5.4,2025-02-23 07:20:03,,,3.5.4
b5a2c72c-57e0-49c3-99ec-b6a1e11c55d1,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ini memang lengkap cerita komik,5,0,3.5.4,2025-02-23 07:18:49,,,3.5.4
87bda2ed-0922-49b8-bcfe-a7c02ff07b35,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,mantul,5,0,3.5.4,2025-02-23 07:12:17,,,3.5.4
861ae6d5-36d9-47ca-b424-8243e9f34c61,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Sangat bagus untuk hiburan!,5,0,3.5.4,2025-02-23 06:48:29,,,3.5.4
95d02a12-607e-4f75-96a0-c16f18088799,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ok aja sih,5,0,3.5.4,2025-02-23 06:37:08,,,3.5.4
b203e285-0918-42b7-bc0b-57d8da13e99a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus,5,0,,2025-02-23 06:36:33,,,
